inlines,xlines,samples,operator,avg_peak_memory_usage,volume,inlines_x_xlines,inlines_x_samples,xlines_x_samples,diagonal_length,surface_area,log_inlines,log_xlines,log_samples,log_volume,inline_to_xlines_ratio,inlines_to_samples_ratio,xlines_to_samples_ratio,inlines_to_total_ratio,xlines_to_total_ratio,samples_to_total_ratio,mean_inlines_xlines,std_inlines_xlines,quadratic_interaction,log_volume_x_log_diagonal
100,300,400,gaussian-filter,0.19635009765625,12000000,30000,40000,120000,509.9019513592785,380000,6.643856189774724,8.228818690495881,8.643856189774725,23.516531070045332,0.3333333333333333,0.25,0.75,0.125,0.375,0.5,200.0,229.13936293319264,144000000000000,146.65326654122597
100,300,400,gst3d,2.754729461669922,12000000,30000,40000,120000,509.9019513592785,380000,6.643856189774724,8.228818690495881,8.643856189774725,23.516531070045332,0.3333333333333333,0.25,0.75,0.125,0.375,0.5,200.0,229.13936293319264,144000000000000,146.65326654122597
100,300,500,envelope,0.4903846740722656,15000000,30000,50000,150000,591.6079783099616,460000,6.643856189774724,8.228818690495881,8.965784284662087,23.838459164932694,0.3333333333333333,0.2,0.6,0.1111111111111111,0.3333333333333333,0.5555555555555556,200.0,229.13936293319264,225000000000000,152.19743155047576
100,300,500,gaussian-filter,0.21863327026367188,15000000,30000,50000,150000,591.6079783099616,460000,6.643856189774724,8.228818690495881,8.965784284662087,23.838459164932694,0.3333333333333333,0.2,0.6,0.1111111111111111,0.3333333333333333,0.5555555555555556,200.0,229.13936293319264,225000000000000,152.19743155047576
100,300,500,gst3d,3.4189964294433595,15000000,30000,50000,150000,591.6079783099616,460000,6.643856189774724,8.228818690495881,8.965784284662087,23.838459164932694,0.3333333333333333,0.2,0.6,0.1111111111111111,0.3333333333333333,0.5555555555555556,200.0,229.13936293319264,225000000000000,152.19743155047576
100,300,600,envelope,0.5737197875976563,18000000,30000,60000,180000,678.2329983125268,540000,6.643856189774724,8.228818690495881,9.228818690495881,24.101493570766486,0.3333333333333333,0.16666666666666666,0.5,0.1,0.3,0.6,200.0,229.13936293319264,324000000000000,157.1649771730334
100,300,600,gaussian-filter,0.24112777709960936,18000000,30000,60000,180000,678.2329983125268,540000,6.643856189774724,8.228818690495881,9.228818690495881,24.101493570766486,0.3333333333333333,0.16666666666666666,0.5,0.1,0.3,0.6,200.0,229.13936293319264,324000000000000,157.1649771730334
100,300,600,gst3d,4.083385467529297,18000000,30000,60000,180000,678.2329983125268,540000,6.643856189774724,8.228818690495881,9.228818690495881,24.101493570766486,0.3333333333333333,0.16666666666666666,0.5,0.1,0.3,0.6,200.0,229.13936293319264,324000000000000,157.1649771730334
100,300,700,envelope,0.6519882202148437,21000000,30000,70000,210000,768.1145747868608,620000,6.643856189774724,8.228818690495881,9.451211111832329,24.323885992102934,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.09090909090909091,0.2727272727272727,0.6363636363636364,200.0,229.13936293319264,441000000000000,161.6380589419447
100,300,700,gaussian-filter,0.26345138549804686,21000000,30000,70000,210000,768.1145747868608,620000,6.643856189774724,8.228818690495881,9.451211111832329,24.323885992102934,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.09090909090909091,0.2727272727272727,0.6363636363636364,200.0,229.13936293319264,441000000000000,161.6380589419447
